method,dataset,step_setting,metric,time_type,result,threshold_type
Moscot,MaDataset,multi_step,JaccardSimilarity,Pseudotime,0.9,False
Moscot,MaDataset,single_step,JaccardSimilarity,Pseudotime,0.75,False
Moscot,SuoDataset,multi_step,threshold,Real Time,0.062115148,prc
Moscot,SuoDataset,multi_step,F1,Real Time,0.7692307692307693,prc
Moscot,SuoDataset,multi_step,AUC_PRC,Real Time,0.5853197277539466,prc
Moscot,SuoDataset,multi_step,PRECISION,Real Time,0.8181818181818182,prc
Moscot,SuoDataset,multi_step,RECALL,Real Time,0.7258064516129032,prc
Moscot,SuoDataset,multi_step,AUC_ROC,Real Time,0.5537178786221979,prc
Moscot,SuoDataset,single_step,threshold,Real Time,0.0,prc
Moscot,SuoDataset,single_step,F1,Real Time,0.1666666666666666,prc
Moscot,SuoDataset,single_step,AUC_PRC,Real Time,0.27140132290892,prc
Moscot,SuoDataset,single_step,PRECISION,Real Time,0.0909090909090909,prc
Moscot,SuoDataset,single_step,RECALL,Real Time,1.0,prc
Moscot,SuoDataset,single_step,AUC_ROC,Real Time,0.6765765765765765,prc
Moscot,GarciaAlonsoDataset,multi_step,threshold,Real Time,0.08138889,prc
Moscot,GarciaAlonsoDataset,multi_step,F1,Real Time,0.6666666666666666,prc
Moscot,GarciaAlonsoDataset,multi_step,AUC_PRC,Real Time,0.4646894187395995,prc
Moscot,GarciaAlonsoDataset,multi_step,PRECISION,Real Time,0.5,prc
Moscot,GarciaAlonsoDataset,multi_step,RECALL,Real Time,1.0,prc
Moscot,GarciaAlonsoDataset,multi_step,AUC_ROC,Real Time,0.2993827160493827,prc
Moscot,GarciaAlonsoDataset,single_step,threshold,Real Time,0.030271398,prc
Moscot,GarciaAlonsoDataset,single_step,F1,Real Time,0.3448275862068966,prc
Moscot,GarciaAlonsoDataset,single_step,AUC_PRC,Real Time,0.3670475659606094,prc
Moscot,GarciaAlonsoDataset,single_step,PRECISION,Real Time,0.2083333333333333,prc
Moscot,GarciaAlonsoDataset,single_step,RECALL,Real Time,1.0,prc
Moscot,GarciaAlonsoDataset,single_step,AUC_ROC,Real Time,0.6451612903225806,prc
Moscot,MaDataset,multi_step,threshold,Real Time,0.1369748,prc
Moscot,MaDataset,multi_step,F1,Real Time,0.875,prc
Moscot,MaDataset,multi_step,AUC_PRC,Real Time,0.6438271604938273,prc
Moscot,MaDataset,multi_step,PRECISION,Real Time,1.0,prc
Moscot,MaDataset,multi_step,RECALL,Real Time,0.7777777777777778,prc
Moscot,MaDataset,multi_step,AUC_ROC,Real Time,0.4285714285714285,prc
Moscot,MaDataset,single_step,threshold,Real Time,0.03009027,prc
Moscot,MaDataset,single_step,F1,Real Time,0.5,prc
Moscot,MaDataset,single_step,AUC_PRC,Real Time,0.7777777777777777,prc
Moscot,MaDataset,single_step,PRECISION,Real Time,0.3333333333333333,prc
Moscot,MaDataset,single_step,RECALL,Real Time,1.0,prc
Moscot,MaDataset,single_step,AUC_ROC,Real Time,0.8461538461538461,prc
Moscot,GarciaAlonsoDataset,multi_step,threshold,Pseudotime,0.07638191,prc
Moscot,GarciaAlonsoDataset,multi_step,F1,Pseudotime,0.8372093023255814,prc
Moscot,GarciaAlonsoDataset,multi_step,AUC_PRC,Pseudotime,0.5222879991720571,prc
Moscot,GarciaAlonsoDataset,multi_step,PRECISION,Pseudotime,0.72,prc
Moscot,GarciaAlonsoDataset,multi_step,RECALL,Pseudotime,1.0,prc
Moscot,GarciaAlonsoDataset,multi_step,AUC_ROC,Pseudotime,0.4444444444444444,prc
Moscot,GarciaAlonsoDataset,single_step,threshold,Pseudotime,0.066715725,prc
Moscot,GarciaAlonsoDataset,single_step,F1,Pseudotime,0.5882352941176471,prc
Moscot,GarciaAlonsoDataset,single_step,AUC_PRC,Pseudotime,0.5360606060606061,prc
Moscot,GarciaAlonsoDataset,single_step,PRECISION,Pseudotime,0.4166666666666667,prc
Moscot,GarciaAlonsoDataset,single_step,RECALL,Pseudotime,1.0,prc
Moscot,GarciaAlonsoDataset,single_step,AUC_ROC,Pseudotime,0.8709677419354839,prc
Moscot,SuoDataset,multi_step,threshold,Pseudotime,0.026381668,prc
Moscot,SuoDataset,multi_step,F1,Pseudotime,0.7482014388489209,prc
Moscot,SuoDataset,multi_step,AUC_PRC,Pseudotime,0.5891701860410762,prc
Moscot,SuoDataset,multi_step,PRECISION,Pseudotime,0.6753246753246753,prc
Moscot,SuoDataset,multi_step,RECALL,Pseudotime,0.8387096774193549,prc
Moscot,SuoDataset,multi_step,AUC_ROC,Pseudotime,0.5680699835975942,prc
Moscot,SuoDataset,single_step,threshold,Pseudotime,0.00012528973,prc
Moscot,SuoDataset,single_step,F1,Pseudotime,0.1904761904761904,prc
Moscot,SuoDataset,single_step,AUC_PRC,Pseudotime,0.2234360859658959,prc
Moscot,SuoDataset,single_step,PRECISION,Pseudotime,0.1052631578947368,prc
Moscot,SuoDataset,single_step,RECALL,Pseudotime,1.0,prc
Moscot,SuoDataset,single_step,AUC_ROC,Pseudotime,0.6833333333333333,prc
Moscot,MaDataset,multi_step,threshold,Pseudotime,0.112059474,prc
Moscot,MaDataset,multi_step,F1,Pseudotime,0.9473684210526316,prc
Moscot,MaDataset,multi_step,AUC_PRC,Pseudotime,0.5987654320987654,prc
Moscot,MaDataset,multi_step,PRECISION,Pseudotime,0.9,prc
Moscot,MaDataset,multi_step,RECALL,Pseudotime,1.0,prc
Moscot,MaDataset,multi_step,AUC_ROC,Pseudotime,0.5079365079365079,prc
Moscot,MaDataset,single_step,threshold,Pseudotime,0.09785203,prc
Moscot,MaDataset,single_step,F1,Pseudotime,0.8571428571428571,prc
Moscot,MaDataset,single_step,AUC_PRC,Pseudotime,0.6388888888888888,prc
Moscot,MaDataset,single_step,PRECISION,Pseudotime,0.75,prc
Moscot,MaDataset,single_step,RECALL,Pseudotime,1.0,prc
Moscot,MaDataset,single_step,AUC_ROC,Pseudotime,0.9230769230769232,prc
Moscot,SuoDataset,multi_step,JaccardSimilarity,Real Time,0.625,prc
Moscot,SuoDataset,single_step,JaccardSimilarity,Real Time,0.0909090909090909,prc
Moscot,GarciaAlonsoDataset,multi_step,JaccardSimilarity,Real Time,0.5,prc
Moscot,GarciaAlonsoDataset,single_step,JaccardSimilarity,Real Time,0.2083333333333333,prc
Moscot,MaDataset,multi_step,JaccardSimilarity,Real Time,0.7777777777777778,prc
Moscot,MaDataset,single_step,JaccardSimilarity,Real Time,0.3333333333333333,prc
Moscot,GarciaAlonsoDataset,multi_step,JaccardSimilarity,Pseudotime,0.72,prc
Moscot,GarciaAlonsoDataset,single_step,JaccardSimilarity,Pseudotime,0.4166666666666667,prc
Moscot,SuoDataset,multi_step,JaccardSimilarity,Pseudotime,0.5977011494252874,prc
Moscot,SuoDataset,single_step,JaccardSimilarity,Pseudotime,0.1052631578947368,prc
Moscot,MaDataset,multi_step,JaccardSimilarity,Pseudotime,0.9,prc
Moscot,MaDataset,single_step,JaccardSimilarity,Pseudotime,0.75,prc
WOT,GarciaAlonsoDataset,multi_step,threshold,Real Time,0.46137786,False
WOT,GarciaAlonsoDataset,multi_step,F1,Real Time,0.56,False
WOT,GarciaAlonsoDataset,multi_step,AUC_PRC,Real Time,0.4397515845452294,False
WOT,GarciaAlonsoDataset,multi_step,PRECISION,Real Time,1.0,False
WOT,GarciaAlonsoDataset,multi_step,RECALL,Real Time,0.3888888888888889,False
WOT,GarciaAlonsoDataset,multi_step,AUC_ROC,Real Time,0.2407407407407407,False
WOT,GarciaAlonsoDataset,single_step,threshold,Real Time,0.022727273,False
WOT,GarciaAlonsoDataset,single_step,F1,Real Time,0.3703703703703703,False
WOT,GarciaAlonsoDataset,single_step,AUC_PRC,Real Time,0.3698989898989899,False
WOT,GarciaAlonsoDataset,single_step,PRECISION,Real Time,0.2272727272727272,False
WOT,GarciaAlonsoDataset,single_step,RECALL,Real Time,1.0,False
WOT,GarciaAlonsoDataset,single_step,AUC_ROC,Real Time,0.6645161290322581,False
WOT,GarciaAlonsoDataset,multi_step,threshold,Pseudotime,0.07437186,False
WOT,GarciaAlonsoDataset,multi_step,F1,Pseudotime,0.8372093023255814,False
WOT,GarciaAlonsoDataset,multi_step,AUC_PRC,Pseudotime,0.5486217888391801,False
WOT,GarciaAlonsoDataset,multi_step,PRECISION,Pseudotime,0.72,False
WOT,GarciaAlonsoDataset,multi_step,RECALL,Pseudotime,1.0,False
WOT,GarciaAlonsoDataset,multi_step,AUC_ROC,Pseudotime,0.4645061728395062,False
WOT,GarciaAlonsoDataset,single_step,threshold,Pseudotime,0.033357862,False
WOT,GarciaAlonsoDataset,single_step,F1,Pseudotime,0.5555555555555556,False
WOT,GarciaAlonsoDataset,single_step,AUC_PRC,Pseudotime,0.5759706959706961,False
WOT,GarciaAlonsoDataset,single_step,PRECISION,Pseudotime,0.3846153846153846,False
WOT,GarciaAlonsoDataset,single_step,RECALL,Pseudotime,1.0,False
WOT,GarciaAlonsoDataset,single_step,AUC_ROC,Pseudotime,0.8774193548387097,False
WOT,MaDataset,multi_step,threshold,Real Time,0.086834736,False
WOT,MaDataset,multi_step,F1,Real Time,0.875,False
WOT,MaDataset,multi_step,AUC_PRC,Real Time,0.7268518518518519,False
WOT,MaDataset,multi_step,PRECISION,Real Time,1.0,False
WOT,MaDataset,multi_step,RECALL,Real Time,0.7777777777777778,False
WOT,MaDataset,multi_step,AUC_ROC,Real Time,0.6031746031746031,False
WOT,MaDataset,single_step,threshold,Real Time,0.007021063,False
WOT,MaDataset,single_step,F1,Real Time,0.6666666666666666,False
WOT,MaDataset,single_step,AUC_PRC,Real Time,0.8333333333333333,False
WOT,MaDataset,single_step,PRECISION,Real Time,0.5,False
WOT,MaDataset,single_step,RECALL,Real Time,1.0,False
WOT,MaDataset,single_step,AUC_ROC,Real Time,0.9230769230769232,False
WOT,MaDataset,multi_step,threshold,Pseudotime,0.09471366,False
WOT,MaDataset,multi_step,F1,Pseudotime,0.9473684210526316,False
WOT,MaDataset,multi_step,AUC_PRC,Pseudotime,0.5987654320987654,False
WOT,MaDataset,multi_step,PRECISION,Pseudotime,0.9,False
WOT,MaDataset,multi_step,RECALL,Pseudotime,1.0,False
WOT,MaDataset,multi_step,AUC_ROC,Pseudotime,0.5079365079365079,False
WOT,MaDataset,single_step,threshold,Pseudotime,0.09471366,False
WOT,MaDataset,single_step,F1,Pseudotime,0.8571428571428571,False
WOT,MaDataset,single_step,AUC_PRC,Pseudotime,0.6388888888888888,False
WOT,MaDataset,single_step,PRECISION,Pseudotime,0.75,False
WOT,MaDataset,single_step,RECALL,Pseudotime,1.0,False
WOT,MaDataset,single_step,AUC_ROC,Pseudotime,0.9230769230769232,False
WOT,GarciaAlonsoDataset,multi_step,JaccardSimilarity,Real Time,0.3888888888888889,False
WOT,GarciaAlonsoDataset,single_step,JaccardSimilarity,Real Time,0.2272727272727272,False
WOT,GarciaAlonsoDataset,multi_step,JaccardSimilarity,Pseudotime,0.72,False
WOT,GarciaAlonsoDataset,single_step,JaccardSimilarity,Pseudotime,0.3846153846153846,False
WOT,MaDataset,multi_step,JaccardSimilarity,Real Time,0.7777777777777778,False
WOT,MaDataset,single_step,JaccardSimilarity,Real Time,0.5,False
WOT,MaDataset,multi_step,JaccardSimilarity,Pseudotime,0.9,False
WOT,MaDataset,single_step,JaccardSimilarity,Pseudotime,0.75,False
WOT,GarciaAlonsoDataset,multi_step,threshold,Real Time,0.06251576,prc
WOT,GarciaAlonsoDataset,multi_step,F1,Real Time,0.6666666666666666,prc
WOT,GarciaAlonsoDataset,multi_step,AUC_PRC,Real Time,0.4397515845452294,prc
WOT,GarciaAlonsoDataset,multi_step,PRECISION,Real Time,0.5,prc
WOT,GarciaAlonsoDataset,multi_step,RECALL,Real Time,1.0,prc
WOT,GarciaAlonsoDataset,multi_step,AUC_ROC,Real Time,0.2407407407407407,prc
WOT,GarciaAlonsoDataset,single_step,threshold,Real Time,0.022727273,prc
WOT,GarciaAlonsoDataset,single_step,F1,Real Time,0.3703703703703703,prc
WOT,GarciaAlonsoDataset,single_step,AUC_PRC,Real Time,0.3698989898989899,prc
WOT,GarciaAlonsoDataset,single_step,PRECISION,Real Time,0.2272727272727272,prc
WOT,GarciaAlonsoDataset,single_step,RECALL,Real Time,1.0,prc
WOT,GarciaAlonsoDataset,single_step,AUC_ROC,Real Time,0.6645161290322581,prc
WOT,GarciaAlonsoDataset,multi_step,threshold,Pseudotime,0.07437186,prc
WOT,GarciaAlonsoDataset,multi_step,F1,Pseudotime,0.8372093023255814,prc
WOT,GarciaAlonsoDataset,multi_step,AUC_PRC,Pseudotime,0.5486217888391801,prc
WOT,GarciaAlonsoDataset,multi_step,PRECISION,Pseudotime,0.72,prc
WOT,GarciaAlonsoDataset,multi_step,RECALL,Pseudotime,1.0,prc
WOT,GarciaAlonsoDataset,multi_step,AUC_ROC,Pseudotime,0.4645061728395062,prc
WOT,GarciaAlonsoDataset,single_step,threshold,Pseudotime,0.033357862,prc
WOT,GarciaAlonsoDataset,single_step,F1,Pseudotime,0.5555555555555556,prc
WOT,GarciaAlonsoDataset,single_step,AUC_PRC,Pseudotime,0.5759706959706961,prc
WOT,GarciaAlonsoDataset,single_step,PRECISION,Pseudotime,0.3846153846153846,prc
WOT,GarciaAlonsoDataset,single_step,RECALL,Pseudotime,1.0,prc
WOT,GarciaAlonsoDataset,single_step,AUC_ROC,Pseudotime,0.8774193548387097,prc
WOT,MaDataset,multi_step,threshold,Real Time,0.086834736,prc
WOT,MaDataset,multi_step,F1,Real Time,0.875,prc
WOT,MaDataset,multi_step,AUC_PRC,Real Time,0.7268518518518519,prc
WOT,MaDataset,multi_step,PRECISION,Real Time,1.0,prc
WOT,MaDataset,multi_step,RECALL,Real Time,0.7777777777777778,prc
WOT,MaDataset,multi_step,AUC_ROC,Real Time,0.6031746031746031,prc
WOT,MaDataset,single_step,threshold,Real Time,0.007021063,prc
WOT,MaDataset,single_step,F1,Real Time,0.6666666666666666,prc
WOT,MaDataset,single_step,AUC_PRC,Real Time,0.8333333333333333,prc
WOT,MaDataset,single_step,PRECISION,Real Time,0.5,prc
WOT,MaDataset,single_step,RECALL,Real Time,1.0,prc
WOT,MaDataset,single_step,AUC_ROC,Real Time,0.9230769230769232,prc
WOT,MaDataset,multi_step,threshold,Pseudotime,0.09471366,prc
WOT,MaDataset,multi_step,F1,Pseudotime,0.9473684210526316,prc
WOT,MaDataset,multi_step,AUC_PRC,Pseudotime,0.5987654320987654,prc
WOT,MaDataset,multi_step,PRECISION,Pseudotime,0.9,prc
WOT,MaDataset,multi_step,RECALL,Pseudotime,1.0,prc
WOT,MaDataset,multi_step,AUC_ROC,Pseudotime,0.5079365079365079,prc
WOT,MaDataset,single_step,threshold,Pseudotime,0.09471366,prc
WOT,MaDataset,single_step,F1,Pseudotime,0.8571428571428571,prc
WOT,MaDataset,single_step,AUC_PRC,Pseudotime,0.6388888888888888,prc
WOT,MaDataset,single_step,PRECISION,Pseudotime,0.75,prc
WOT,MaDataset,single_step,RECALL,Pseudotime,1.0,prc
WOT,MaDataset,single_step,AUC_ROC,Pseudotime,0.9230769230769232,prc
WOT,GarciaAlonsoDataset,multi_step,JaccardSimilarity,Real Time,0.5,prc
WOT,GarciaAlonsoDataset,single_step,JaccardSimilarity,Real Time,0.2272727272727272,prc
WOT,GarciaAlonsoDataset,multi_step,JaccardSimilarity,Pseudotime,0.72,prc
WOT,GarciaAlonsoDataset,single_step,JaccardSimilarity,Pseudotime,0.3846153846153846,prc
WOT,MaDataset,multi_step,JaccardSimilarity,Real Time,0.7777777777777778,prc
WOT,MaDataset,single_step,JaccardSimilarity,Real Time,0.5,prc
WOT,MaDataset,multi_step,JaccardSimilarity,Pseudotime,0.9,prc
WOT,MaDataset,single_step,JaccardSimilarity,Pseudotime,0.75,prc
scIMF,SuoDataset,multi_step,threshold,Real Time,0.0,prc
scIMF,SuoDataset,multi_step,F1,Real Time,0.6775956284153005,prc
scIMF,SuoDataset,multi_step,AUC_PRC,Real Time,0.5088446855931978,prc
scIMF,SuoDataset,multi_step,PRECISION,Real Time,0.512396694214876,prc
scIMF,SuoDataset,multi_step,RECALL,Real Time,1.0,prc
scIMF,SuoDataset,multi_step,AUC_ROC,Real Time,0.411563696008748,prc
scIMF,SuoDataset,single_step,threshold,Real Time,0.0,prc
scIMF,SuoDataset,single_step,F1,Real Time,0.1666666666666666,prc
scIMF,SuoDataset,single_step,AUC_PRC,Real Time,0.1216638176120419,prc
scIMF,SuoDataset,single_step,PRECISION,Real Time,0.0909090909090909,prc
scIMF,SuoDataset,single_step,RECALL,Real Time,1.0,prc
scIMF,SuoDataset,single_step,AUC_ROC,Real Time,0.6076576576576577,prc
scIMF,GarciaAlonsoDataset,multi_step,threshold,Real Time,0.06284658,prc
scIMF,GarciaAlonsoDataset,multi_step,F1,Real Time,0.6666666666666666,prc
scIMF,GarciaAlonsoDataset,multi_step,AUC_PRC,Real Time,0.3887165537765296,prc
scIMF,GarciaAlonsoDataset,multi_step,PRECISION,Real Time,0.5,prc
scIMF,GarciaAlonsoDataset,multi_step,RECALL,Real Time,1.0,prc
scIMF,GarciaAlonsoDataset,multi_step,AUC_ROC,Real Time,0.1820987654320987,prc
scIMF,GarciaAlonsoDataset,single_step,threshold,Real Time,0.042349383,prc
scIMF,GarciaAlonsoDataset,single_step,F1,Real Time,0.303030303030303,prc
scIMF,GarciaAlonsoDataset,single_step,AUC_PRC,Real Time,0.1974576787236633,prc
scIMF,GarciaAlonsoDataset,single_step,PRECISION,Real Time,0.1785714285714285,prc
scIMF,GarciaAlonsoDataset,single_step,RECALL,Real Time,1.0,prc
scIMF,GarciaAlonsoDataset,single_step,AUC_ROC,Real Time,0.535483870967742,prc
MIOFlow,SuoDataset,multi_step,threshold,Real Time,0.0,prc
MIOFlow,SuoDataset,multi_step,F1,Real Time,0.6775956284153005,prc
MIOFlow,SuoDataset,multi_step,AUC_PRC,Real Time,0.5836538430314756,prc
MIOFlow,SuoDataset,multi_step,PRECISION,Real Time,0.512396694214876,prc
MIOFlow,SuoDataset,multi_step,RECALL,Real Time,1.0,prc
MIOFlow,SuoDataset,multi_step,AUC_ROC,Real Time,0.5060142154182614,prc
MIOFlow,SuoDataset,single_step,threshold,Real Time,0.0,prc
MIOFlow,SuoDataset,single_step,F1,Real Time,0.1666666666666666,prc
MIOFlow,SuoDataset,single_step,AUC_PRC,Real Time,0.212826073448083,prc
MIOFlow,SuoDataset,single_step,PRECISION,Real Time,0.0909090909090909,prc
MIOFlow,SuoDataset,single_step,RECALL,Real Time,1.0,prc
MIOFlow,SuoDataset,single_step,AUC_ROC,Real Time,0.5986486486486486,prc
scIMF,MaDataset,multi_step,threshold,Real Time,0.07321966,prc
scIMF,MaDataset,multi_step,F1,Real Time,0.72,prc
scIMF,MaDataset,multi_step,AUC_PRC,Real Time,0.4282828282828282,prc
scIMF,MaDataset,multi_step,PRECISION,Real Time,0.5625,prc
scIMF,MaDataset,multi_step,RECALL,Real Time,1.0,prc
scIMF,MaDataset,multi_step,AUC_ROC,Real Time,0.126984126984127,prc
scIMF,MaDataset,single_step,threshold,Real Time,0.063189566,prc
scIMF,MaDataset,single_step,F1,Real Time,0.4615384615384615,prc
scIMF,MaDataset,single_step,AUC_PRC,Real Time,0.2388888888888889,prc
scIMF,MaDataset,single_step,PRECISION,Real Time,0.3,prc
scIMF,MaDataset,single_step,RECALL,Real Time,1.0,prc
scIMF,MaDataset,single_step,AUC_ROC,Real Time,0.5384615384615384,prc
CellMNN,SuoDataset,multi_step,threshold,Real Time,0.0,prc
CellMNN,SuoDataset,multi_step,F1,Real Time,0.6775956284153005,prc
CellMNN,SuoDataset,multi_step,AUC_PRC,Real Time,0.5509758744348956,prc
CellMNN,SuoDataset,multi_step,PRECISION,Real Time,0.512396694214876,prc
CellMNN,SuoDataset,multi_step,RECALL,Real Time,1.0,prc
CellMNN,SuoDataset,multi_step,AUC_ROC,Real Time,0.5117550574084199,prc
CellMNN,SuoDataset,single_step,threshold,Real Time,0.0,prc
CellMNN,SuoDataset,single_step,F1,Real Time,0.1666666666666666,prc
CellMNN,SuoDataset,single_step,AUC_PRC,Real Time,0.1562274614170984,prc
CellMNN,SuoDataset,single_step,PRECISION,Real Time,0.0909090909090909,prc
CellMNN,SuoDataset,single_step,RECALL,Real Time,1.0,prc
CellMNN,SuoDataset,single_step,AUC_ROC,Real Time,0.6698198198198198,prc
scIMF,GarciaAlonsoDataset,multi_step,threshold,Pseudotime,0.08484006,prc
scIMF,GarciaAlonsoDataset,multi_step,F1,Pseudotime,0.6666666666666666,prc
scIMF,GarciaAlonsoDataset,multi_step,AUC_PRC,Pseudotime,0.3999629296412922,prc
scIMF,GarciaAlonsoDataset,multi_step,PRECISION,Pseudotime,0.5,prc
scIMF,GarciaAlonsoDataset,multi_step,RECALL,Pseudotime,1.0,prc
scIMF,GarciaAlonsoDataset,multi_step,AUC_ROC,Pseudotime,0.2716049382716049,prc
scIMF,GarciaAlonsoDataset,single_step,threshold,Pseudotime,0.08484006,prc
scIMF,GarciaAlonsoDataset,single_step,F1,Pseudotime,0.4761904761904761,prc
scIMF,GarciaAlonsoDataset,single_step,AUC_PRC,Pseudotime,0.2736111111111111,prc
scIMF,GarciaAlonsoDataset,single_step,PRECISION,Pseudotime,0.3125,prc
scIMF,GarciaAlonsoDataset,single_step,RECALL,Pseudotime,1.0,prc
scIMF,GarciaAlonsoDataset,single_step,AUC_ROC,Pseudotime,0.7612903225806451,prc
MIOFlow,GarciaAlonsoDataset,multi_step,threshold,Real Time,0.035149384,prc
MIOFlow,GarciaAlonsoDataset,multi_step,F1,Real Time,0.6666666666666666,prc
MIOFlow,GarciaAlonsoDataset,multi_step,AUC_PRC,Real Time,0.3754397851708878,prc
MIOFlow,GarciaAlonsoDataset,multi_step,PRECISION,Real Time,0.5,prc
MIOFlow,GarciaAlonsoDataset,multi_step,RECALL,Real Time,1.0,prc
MIOFlow,GarciaAlonsoDataset,multi_step,AUC_ROC,Real Time,0.1975308641975308,prc
MIOFlow,GarciaAlonsoDataset,single_step,threshold,Real Time,0.014368541,prc
MIOFlow,GarciaAlonsoDataset,single_step,F1,Real Time,0.303030303030303,prc
MIOFlow,GarciaAlonsoDataset,single_step,AUC_PRC,Real Time,0.1587445887445887,prc
MIOFlow,GarciaAlonsoDataset,single_step,PRECISION,Real Time,0.1785714285714285,prc
MIOFlow,GarciaAlonsoDataset,single_step,RECALL,Real Time,1.0,prc
MIOFlow,GarciaAlonsoDataset,single_step,AUC_ROC,Real Time,0.5096774193548387,prc
MIOFlow,MaDataset,multi_step,threshold,Real Time,0.083333336,prc
MIOFlow,MaDataset,multi_step,F1,Real Time,0.72,prc
MIOFlow,MaDataset,multi_step,AUC_PRC,Real Time,0.456060606060606,prc
MIOFlow,MaDataset,multi_step,PRECISION,Real Time,0.5625,prc
MIOFlow,MaDataset,multi_step,RECALL,Real Time,1.0,prc
MIOFlow,MaDataset,multi_step,AUC_ROC,Real Time,0.2063492063492064,prc
MIOFlow,MaDataset,single_step,threshold,Real Time,0.033099297,prc
MIOFlow,MaDataset,single_step,F1,Real Time,0.4285714285714285,prc
MIOFlow,MaDataset,single_step,AUC_PRC,Real Time,0.3131313131313131,prc
MIOFlow,MaDataset,single_step,PRECISION,Real Time,0.2727272727272727,prc
MIOFlow,MaDataset,single_step,RECALL,Real Time,1.0,prc
MIOFlow,MaDataset,single_step,AUC_ROC,Real Time,0.641025641025641,prc
CellMNN,GarciaAlonsoDataset,multi_step,threshold,Real Time,0.003024956,prc
CellMNN,GarciaAlonsoDataset,multi_step,F1,Real Time,0.6666666666666666,prc
CellMNN,GarciaAlonsoDataset,multi_step,AUC_PRC,Real Time,0.4362938596491229,prc
CellMNN,GarciaAlonsoDataset,multi_step,PRECISION,Real Time,0.5,prc
CellMNN,GarciaAlonsoDataset,multi_step,RECALL,Real Time,1.0,prc
CellMNN,GarciaAlonsoDataset,multi_step,AUC_ROC,Real Time,0.2808641975308641,prc
CellMNN,GarciaAlonsoDataset,single_step,threshold,Real Time,0.0,prc
CellMNN,GarciaAlonsoDataset,single_step,F1,Real Time,0.2857142857142857,prc
CellMNN,GarciaAlonsoDataset,single_step,AUC_PRC,Real Time,0.2265497076023392,prc
CellMNN,GarciaAlonsoDataset,single_step,PRECISION,Real Time,0.1666666666666666,prc
CellMNN,GarciaAlonsoDataset,single_step,RECALL,Real Time,1.0,prc
CellMNN,GarciaAlonsoDataset,single_step,AUC_ROC,Real Time,0.6322580645161291,prc
PRESCIENT,SuoDataset,multi_step,threshold,Real Time,0.0,prc
PRESCIENT,SuoDataset,multi_step,F1,Real Time,0.6775956284153005,prc
PRESCIENT,SuoDataset,multi_step,AUC_PRC,Real Time,0.5392814469283593,prc
PRESCIENT,SuoDataset,multi_step,PRECISION,Real Time,0.512396694214876,prc
PRESCIENT,SuoDataset,multi_step,RECALL,Real Time,1.0,prc
PRESCIENT,SuoDataset,multi_step,AUC_ROC,Real Time,0.4592673592126845,prc
PRESCIENT,SuoDataset,single_step,threshold,Real Time,0.0,prc
PRESCIENT,SuoDataset,single_step,F1,Real Time,0.1666666666666666,prc
PRESCIENT,SuoDataset,single_step,AUC_PRC,Real Time,0.1112802966787303,prc
PRESCIENT,SuoDataset,single_step,PRECISION,Real Time,0.0909090909090909,prc
PRESCIENT,SuoDataset,single_step,RECALL,Real Time,1.0,prc
PRESCIENT,SuoDataset,single_step,AUC_ROC,Real Time,0.5662162162162162,prc
MIOFlow,GarciaAlonsoDataset,multi_step,threshold,Pseudotime,0.0020100502,prc
MIOFlow,GarciaAlonsoDataset,multi_step,F1,Pseudotime,0.6666666666666666,prc
MIOFlow,GarciaAlonsoDataset,multi_step,AUC_PRC,Pseudotime,0.4319515179809297,prc
MIOFlow,GarciaAlonsoDataset,multi_step,PRECISION,Pseudotime,0.5,prc
MIOFlow,GarciaAlonsoDataset,multi_step,RECALL,Pseudotime,1.0,prc
MIOFlow,GarciaAlonsoDataset,multi_step,AUC_ROC,Pseudotime,0.3209876543209876,prc
MIOFlow,GarciaAlonsoDataset,single_step,threshold,Pseudotime,0.0020100502,prc
MIOFlow,GarciaAlonsoDataset,single_step,F1,Pseudotime,0.4,prc
MIOFlow,GarciaAlonsoDataset,single_step,AUC_PRC,Pseudotime,0.2870588235294117,prc
MIOFlow,GarciaAlonsoDataset,single_step,PRECISION,Pseudotime,0.25,prc
MIOFlow,GarciaAlonsoDataset,single_step,RECALL,Pseudotime,1.0,prc
MIOFlow,GarciaAlonsoDataset,single_step,AUC_ROC,Pseudotime,0.7354838709677419,prc
CellMNN,MaDataset,multi_step,threshold,Real Time,0.029411765,prc
CellMNN,MaDataset,multi_step,F1,Real Time,0.8181818181818182,prc
CellMNN,MaDataset,multi_step,AUC_PRC,Real Time,0.5107142857142857,prc
CellMNN,MaDataset,multi_step,PRECISION,Real Time,0.6923076923076923,prc
CellMNN,MaDataset,multi_step,RECALL,Real Time,1.0,prc
CellMNN,MaDataset,multi_step,AUC_ROC,Real Time,0.4444444444444444,prc
CellMNN,MaDataset,single_step,threshold,Real Time,0.029411765,prc
CellMNN,MaDataset,single_step,F1,Real Time,0.6666666666666666,prc
CellMNN,MaDataset,single_step,AUC_PRC,Real Time,0.3833333333333333,prc
CellMNN,MaDataset,single_step,PRECISION,Real Time,0.5,prc
CellMNN,MaDataset,single_step,RECALL,Real Time,1.0,prc
CellMNN,MaDataset,single_step,AUC_ROC,Real Time,0.7692307692307693,prc
scIMF,SuoDataset,multi_step,threshold,Pseudotime,0.0,prc
scIMF,SuoDataset,multi_step,F1,Pseudotime,0.6775956284153005,prc
scIMF,SuoDataset,multi_step,AUC_PRC,Pseudotime,0.5528599105859078,prc
